,Name of movie,Year of relase,Watchtime,Movie Rating,Metascore,Vote,Gross,Description,Director,Stars
525,28 Ngày Sau,2002,113,7.5,73,"419,573",$45.06M,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",Danny Boyle,"['Cillian Murphy', 'Naomie Harris', 'Christopher Eccleston', 'Alex Palmer']"
526,Ám Ảnh Kinh Hoàng,2013,112,7.5,68,"515,933",$137.40M,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,James Wan,"['Patrick Wilson', 'Vera Farmiga', 'Ron Livingston', 'Lili Taylor']"
527,Phỏng Vấn Ma Cà Rồng,1994,123,7.5,59,"328,582",$105.26M,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",Neil Jordan,"['Brad Pitt', 'Tom Cruise', 'Antonio Banderas', 'Kirsten Dunst']"
528,Quạ Đen,1994,102,7.5,71,"187,608",$50.69M,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,Alex Proyas,"['Brandon Lee', 'Michael Wincott', 'Rochelle Davis', 'Ernie Hudson']"
529,Người Sói Mỹ Ở Luân Đôn,1981,97,7.5,55,"110,825",$30.57M,Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.,John Landis,"['David Naughton', 'Jenny Agutter', 'Joe Belcher', 'Griffin Dunne']"
530,Kỳ Nghỉ Kinh Hoàng,2010,89,7.5,65,"183,532",$0.22M,Affable hillbillies Tucker and Dale are on vacation at their dilapidated mountain cabin when they are mistaken for murderers by a group of preppy college students.,Eli Craig,"['Tyler Labine', 'Alan Tudyk', 'Katrina Bowden', 'Jesse Moss']"
531,Tay Trống Cự Phách,2014,106,8.5,89,"875,581",$13.09M,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,Damien Chazelle,"['Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Paul Reiser']"
532,Nghệ Sĩ Dương Cầm,2002,150,8.5,85,"839,482",$32.57M,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Emilia Fox']"
533,Sự Đố Kỵ Của Thiên Tài,1984,160,8.4,88,"404,428",$51.97M,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",Milos Forman,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice']"
534,Coco: Hội Ngộ Diệu Kỳ,I 2017,105,8.4,81,"517,136",$209.73M,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","Directors:Lee Unkrich, Adrian Molina","['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach']"
535,Cẩm Nang Xanh,2018,130,8.2,69,"501,258",$85.08M,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,Peter Farrelly,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco']"
536,Some Like It Hot,1959,121,8.2,98,"269,917",$25.00M,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Billy Wilder,"['Marilyn Monroe', 'Tony Curtis', 'Jack Lemmon', 'George Raft']"
537,Andhadhun,2018,139,8.2,^^^^^^,"95,483",$1.37M,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",Sriram Raghavan,"['Tabu', 'Ayushmann Khurrana', 'Radhika Apte', 'Anil Dhawan']"
538,Đôi Giày Đỏ,1948,135,8.1,^^^^^^,"36,156",$10.90M,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,"Directors:Michael Powell, Emeric Pressburger","['Anton Walbrook', 'Marius Goring', 'Moira Shearer', 'Robert Helpmann']"
539,Bá Vương Biệt Cơ,1993,171,8.1,83,"30,098",$5.22M,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,Kaige Chen,"['Leslie Cheung', 'Fengyi Zhang', 'Gong Li', 'You Ge']"
540,Höstsonaten,1978,99,8.1,^^^^^^,"35,248",*****,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.",Ingmar Bergman,"['Ingrid Bergman', 'Liv Ullmann', 'Lena Nyman', 'Halvar Björk']"
541,Những Kẻ Khờ Mộng Mơ,2016,128,8.0,94,"598,974",$151.10M,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",Damien Chazelle,"['Ryan Gosling', 'Emma Stone', 'Rosemarie DeWitt', 'J.K. Simmons']"
542,Giai Điệu Con Tim,2021,111,8.0,72,"138,105",*****,"As a CODA (Child of Deaf Adults) Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her passion at Berklee College of Music and her fear of abandoning her parents.",Sian Heder,"['Emilia Jones', 'Marlee Matlin', 'Troy Kotsur', 'Daniel Durant']"
543,Cuộc Sống Nhiệm Màu,2020,100,8.0,83,"335,797",*****,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.","Directors:Pete Docter, Kemp Powers","['Jamie Foxx', 'Tina Fey', 'Graham Norton', 'Rachel House']"
544,Pink Floyd: The Wall,1982,95,8.0,47,"82,119",$22.24M,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,Alan Parker,"['Bob Geldof', 'Christine Hargreaves', 'James Laurenson', 'Eleanor David']"
545,Huyền Thoại 1900,1998,169,8.0,58,"65,594",$0.26M,"A baby boy, discovered in 1900 on an ocean liner, grows into a musical prodigy, never setting foot on land.",Giuseppe Tornatore,"['Tim Roth', 'Pruitt Taylor Vince', 'Mélanie Thierry', 'Bill Nunn']"
546,Bohemian Rhapsody: Huyền Thoại Ngôi Sao Nhạc Rock,2018,134,7.9,49,"545,626",$216.43M,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",Bryan Singer,"['Rami Malek', 'Lucy Boynton', 'Gwilym Lee', 'Ben Hardy']"
547,Gần Như Nổi Tiếng,2000,122,7.9,90,"280,095",$32.53M,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,Cameron Crowe,"['Billy Crudup', 'Patrick Fugit', 'Kate Hudson', 'Frances McDormand']"
548,Tinh Anh Em,1980,133,7.9,60,"203,347",$57.23M,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.",John Landis,"['John Belushi', 'Dan Aykroyd', 'Cab Calloway', 'John Candy']"
549,Sing Street,2016,106,7.9,79,"96,034",$3.24M,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,John Carney,"['Ferdia Walsh-Peelo', 'Aidan Gillen', 'Maria Doyle Kennedy', 'Jack Reynor']"
550,This Is Spinal Tap,1984,82,7.9,92,"141,478",$4.74M,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",Rob Reiner,"['Rob Reiner', 'Michael McKean', 'Christopher Guest', 'Kimberly Stringer']"
551,Ba Sắc Màu: Xanh,1993,94,7.9,85,"104,320",$1.32M,A woman struggles to find a way to live her life after the death of her husband and child.,Krzysztof Kieslowski,"['Juliette Binoche', 'Zbigniew Zamachowski', 'Julie Delpy', 'Benoît Régent']"
552,Gully Boy,2019,154,7.9,65,"40,665",$5.57M,A coming-of-age story based on the lives of street rappers in Mumbai.,Zoya Akhtar,"['Ranveer Singh', 'Alia Bhatt', 'Siddhant Chaturvedi', 'Vijay Raaz']"
553,Dọc Đường Gió Bụi,2005,136,7.8,72,"254,242",$119.52M,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",James Mangold,"['Joaquin Phoenix', 'Reese Witherspoon', 'Ginnifer Goodwin', 'Robert Patrick']"
554,Straight Outta Compton,2015,147,7.8,72,"205,601",$161.20M,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",F. Gary Gray,"[""O'Shea Jackson Jr."", 'Corey Hawkins', 'Jason Mitchell', 'Neil Brown Jr.']"
555,Cabaret,1972,124,7.8,80,"56,301",$42.77M,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,Bob Fosse,"['Liza Minnelli', 'Michael York', 'Helmut Griem', 'Joel Grey']"
556,Once,I 2007,86,7.8,89,"117,847",$9.44M,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",John Carney,"['Glen Hansard', 'Markéta Irglová', 'Hugh Walsh', 'Gerard Hendrick']"
557,All That Jazz,1979,123,7.8,72,"32,817",$37.82M,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",Bob Fosse,"['Roy Scheider', 'Jessica Lange', 'Ann Reinking', 'Leland Palmer']"
558,Les choristes,2004,97,7.8,56,"63,630",$3.64M,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,Christophe Barratier,"['Gérard Jugnot', 'François Berléand', 'Jean-Baptiste Maunier', 'Kad Merad']"
559,A Night at the Opera,1935,96,7.8,^^^^^^,"33,414",$2.54M,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,"Directors:Sam Wood, Edmund Goulding","['Groucho Marx', 'Chico Marx', 'Harpo Marx', 'Kitty Carlisle']"
560,Secret Superstar,2017,150,7.8,^^^^^^,"27,241",*****,A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,Advait Chandan,"['Zaira Wasim', 'Meher Vij', 'Raj Arjun', 'Aamir Khan']"
561,3 Kẻ Trốn Tù,2000,107,7.7,69,"316,563",$45.51M,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","Directors:Joel Coen, Ethan Coen","['George Clooney', 'John Turturro', 'Tim Blake Nelson', 'John Goodman']"
562,Sound of Metal,2019,120,7.7,82,"131,971",*****,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,Darius Marder,"['Riz Ahmed', 'Olivia Cooke', 'Paul Raci', 'Lauren Ridloff']"
563,Billy Elliot,2000,110,7.7,74,"136,975",$22.00M,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,Stephen Daldry,"['Jamie Bell', 'Julie Walters', 'Jean Heywood', 'Jamie Draven']"
564,Ray,I 2004,152,7.7,73,"150,058",$75.33M,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",Taylor Hackford,"['Jamie Foxx', 'Regina King', 'Kerry Washington', 'Clifton Powell']"
565,Giai Điệu Kỳ Diệu,1940,124,7.7,96,"98,409",$76.41M,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.","Directors:James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen","['Leopold Stokowski', 'Deems Taylor', 'The Philadelphia Orchestra', 'Corey Burton']"
566,La double vie de Véronique,1991,98,7.7,86,"49,920",$2.00M,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",Krzysztof Kieslowski,"['Irène Jacob', 'Wladyslaw Kowalski', 'Halina Gryglaszewska', 'Kalina Jedrusik']"
567,The Broken Circle Breakdown,2012,111,7.7,70,"41,724",$0.18M,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",Felix van Groeningen,"['Veerle Baetens', 'Johan Heldenbergh', 'Nell Cattrysse', 'Geert Van Rampelberg']"
568,Hedwig and the Angry Inch,2001,95,7.7,85,"36,186",$3.03M,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,John Cameron Mitchell,"['John Cameron Mitchell', 'Miriam Shor', 'Stephen Trask', 'Theodore Liscinski']"
569,Les triplettes de Belleville,2003,80,7.7,91,"55,237",$7.00M,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",Sylvain Chomet,"['Michèle Caucheteux', 'Jean-Claude Donda', 'Michel Robin', 'Monica Viegas']"
570,Ngôi Sao Nhạc Rock,2011,159,7.7,^^^^^^,"45,519",$0.99M,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.",Imtiaz Ali,"['Ranbir Kapoor', 'Nargis Fakhri', 'Shammi Kapoor', 'Kumud Mishra']"
571,Joyeux Noël,2005,116,7.7,70,"30,549",$1.05M,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.",Christian Carion,"['Diane Kruger', 'Benno Fürmann', 'Guillaume Canet', 'Natalie Dessay']"
572,Tár,2022,158,7.6,92,"34,756",*****,"Set in the international world of Western classical music, the film centers on Lydia Tár, widely considered one of the greatest living composer-conductors and the very first female director of a major German orchestra.",Todd Field,"['Cate Blanchett', 'Noémie Merlant', 'Nina Hoss', 'Sophie Kauer']"
573,Quái Xế Baby,2017,113,7.6,86,"550,106",$107.83M,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",Edgar Wright,"['Ansel Elgort', 'Jon Bernthal', 'Jon Hamm', 'Eiza González']"
574,Vì Sao Vụt Sáng,2018,136,7.6,88,"390,234",$215.29M,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,Bradley Cooper,"['Lady Gaga', 'Bradley Cooper', 'Sam Elliott', 'Greg Grunberg']"
575,The Commitments,1991,118,7.6,73,"36,423",$14.92M,"Jimmy Rabbitte, an unemployed Dublin boy, decides to put together a soul band made up entirely of the Irish working class.",Alan Parker,"['Robert Arkins', 'Michael Aherne', 'Angeline Ball', 'Maria Doyle Kennedy']"
576,La Vie En Rose,2007,140,7.6,66,"88,175",$10.30M,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",Olivier Dahan,"['Marion Cotillard', 'Sylvie Testud', 'Pascal Greggory', 'Emmanuelle Seigner']"
577,Nashville,1975,160,7.6,96,"26,960",$14.82M,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention.",Robert Altman,"['Keith Carradine', 'Karen Black', 'Ronee Blakley', 'Shelley Duvall']"
578,Control,2007,122,7.6,78,"66,309",$0.87M,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",Anton Corbijn,"['Sam Riley', 'Samantha Morton', 'Craig Parkinson', 'Alexandra Maria Lara']"
